"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","22,215,000",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","146,000",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,552,000",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","20,829,700",""
"SURVEY","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,947,500",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","50,400",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","132,000",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","34,900",""
"SURVEY","2016","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","29,300",""
