"Year","State","Data Item","Price_CWT"
2000,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2000,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2000,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",75
2000,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",75
2000,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2000,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2000,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",97
2000,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",97
2000,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2000,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2000,"VIRGINIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2000,"VIRGINIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2000,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2000,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2000,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",104
2000,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",104
2001,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",100
2001,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",100
2001,"NEW JERSEY","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",72.2
2001,"NEW JERSEY","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",72.2
2001,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2001,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2001,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",85
2001,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",85
2001,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2001,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2001,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",102
2001,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",102
2001,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2001,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2001,"VIRGINIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2001,"VIRGINIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2001,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2001,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2001,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2001,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2002,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",98
2002,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",98
2002,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",98
2002,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",98
2002,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2002,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2002,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",85
2002,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",85
2002,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2002,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2002,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",106
2002,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",106
2002,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",137
2002,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",137
2002,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",107
2002,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",107
2002,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",116
2002,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",116
2003,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2003,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2003,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2003,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2003,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2003,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2003,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2003,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2003,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",120
2003,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",120
2003,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",115
2003,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",115
2003,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2003,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2003,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
2003,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
2003,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",117
2003,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",117
2004,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2004,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",105
2004,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",160
2004,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",160
2004,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2004,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2004,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2004,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2004,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2004,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",124
2004,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",164
2004,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",164
2004,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2004,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",110
2004,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",125
2004,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",125
2005,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2005,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2005,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2005,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
2005,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2005,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2005,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",95
2005,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",95
2005,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",137
2005,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",137
2005,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2005,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2005,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",183
2005,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",183
2005,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
2005,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",113
2005,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",133
2005,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",133
2006,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2006,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",118
2006,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
2006,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
2006,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2006,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",90
2006,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",152
2006,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",152
2006,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2006,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2006,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",167
2006,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",167
2006,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",91.5
2006,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",91.5
2006,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2006,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2007,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",120
2007,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",120
2007,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2007,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2007,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",95
2007,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",95
2007,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",154
2007,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",154
2007,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2007,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",134
2007,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",187
2007,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",187
2007,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",146
2007,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",146
2007,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",136
2007,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",136
2008,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",122
2008,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",122
2008,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2008,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2008,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",100
2008,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",100
2008,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",174
2008,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",174
2008,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",172
2008,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",172
2008,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",211
2008,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",211
2008,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",172
2008,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",172
2008,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",145
2008,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",145
2009,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",150
2009,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",150
2009,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",205
2009,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",205
2009,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",135
2009,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",135
2009,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",191
2009,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",191
2009,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2009,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2009,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",208
2009,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",208
2009,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",158
2009,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",158
2009,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2009,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",155
2010,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",147
2010,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",147
2010,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",197
2010,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",197
2010,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",135
2010,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",135
2010,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",272
2010,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",272
2010,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",166
2010,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",166
2010,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",207
2010,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",207
2010,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",189
2010,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",189
2010,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",157
2010,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",157
2011,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",152
2011,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",152
2011,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",235
2011,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",235
2011,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2011,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",140
2011,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",210
2011,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",210
2011,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",148
2011,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",148
2011,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",212
2011,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",212
2011,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",231
2011,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",231
2011,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",161
2011,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",161
2012,"MICHIGAN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",149
2012,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",215
2012,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",145
2012,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",168
